GPL_ID	PROBE_ID	GENE_SYMBOL	GENE_ID	ORGANISM
Agi_Affy_HuEX_U133A	AIFM1	AIFM1	9131	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AIM1	AIM1	202	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AIM1L	AIM1L	55057	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AIM2	AIM2	9447	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AIP	AIP	9049	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AIPL1	AIPL1	23746	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AIRE	AIRE	326	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AJAP1	AJAP1	55966	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AK1	AK1	203	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AK2	AK2	204	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AK3L1	AK3L1		HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AK5	AK5	26289	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP1	AKAP1	8165	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP10	AKAP10	11216	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP11	AKAP11	11215	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP12	AKAP12	9590	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP13	AKAP13	11214	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP3	AKAP3	10566	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP4	AKAP4	8852	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP5	AKAP5	9495	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP6	AKAP6	9472	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP7	AKAP7	9465	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP8	AKAP8	10270	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP8L	AKAP8L	26993	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKAP9	AKAP9	10142	HOMO_SAPIENS
Agi_Affy_HuEX_U133A	AKR1A1	AKR1A1	10327	HOMO_SAPIENS
