GPL_ID	PROBE_ID	GENE_SYMBOL	GENE_ID	ORGANISM
Agi_UNC_244	A_23_P121562	GUCY1B3	2983	HOMO_SAPIENS
Agi_UNC_244	A_23_P139329	OR51E2	81285	HOMO_SAPIENS
Agi_UNC_244	A_24_P299304	SPPL3	121665	HOMO_SAPIENS
Agi_UNC_244	A_23_P116735	PIWIL1	9271	HOMO_SAPIENS
Agi_UNC_244	A_24_P324866	CRABP1	1381	HOMO_SAPIENS
Agi_UNC_244	A_24_P661642			HOMO_SAPIENS
Agi_UNC_244	A_24_P180152			HOMO_SAPIENS
Agi_UNC_244	A_23_P49418			HOMO_SAPIENS
Agi_UNC_244	A_23_P122386	MRPS18A	55168	HOMO_SAPIENS
Agi_UNC_244	A_24_P205016	ZNF250	58500	HOMO_SAPIENS
Agi_UNC_244	A_23_P218281	ZNF434	54925	HOMO_SAPIENS
Agi_UNC_244	A_24_P339463			HOMO_SAPIENS
Agi_UNC_244	A_24_P204686			HOMO_SAPIENS
Agi_UNC_244	A_32_P41575	PXN	5829	HOMO_SAPIENS
Agi_UNC_244	A_23_P73068	ANKRD17	26057	HOMO_SAPIENS
Agi_UNC_244	A_24_P229082	C19orf15	57828	HOMO_SAPIENS
Agi_UNC_244	A_24_P262833	LOC149832		HOMO_SAPIENS
Agi_UNC_244	A_24_P509895	LOC158402		HOMO_SAPIENS
Agi_UNC_244	A_24_P234818			HOMO_SAPIENS
Agi_UNC_244	A_23_P404534	ENPP3	5169	HOMO_SAPIENS
Agi_UNC_244	A_23_P103279	MGC20419		HOMO_SAPIENS
Agi_UNC_244	A_23_P95914	HLA-C	3107	HOMO_SAPIENS
Agi_UNC_244	A_23_P149290	TRIT1	54802	HOMO_SAPIENS
Agi_UNC_244	A_23_P303232			HOMO_SAPIENS
Agi_UNC_244	A_32_P52049			HOMO_SAPIENS
Agi_UNC_244	A_24_P247578			HOMO_SAPIENS
Agi_UNC_244	A_32_P97017			HOMO_SAPIENS
Agi_UNC_244	A_24_P524571			HOMO_SAPIENS
Agi_UNC_244	A_24_P127524			HOMO_SAPIENS
Agi_UNC_244	A_24_P272228			HOMO_SAPIENS
Agi_UNC_244	A_23_P68400	CTNNBL1	56259	HOMO_SAPIENS
