STUDY_ID	SITE_ID	SUBJECT_ID	SAMPLE_ID	PLATFORM	TISSUETYPE	ATTR1	ATTR2	category_cd
TCGA_Breast_230912		TCGA-A8-A08I	TCGA-A8-A08I-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A08J	TCGA-A8-A08J-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A08L	TCGA-A8-A08L-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A08O	TCGA-A8-A08O-01A-21R-A056-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A08P	TCGA-A8-A08P-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A08R	TCGA-A8-A08R-01A-11R-A034-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A08T	TCGA-A8-A08T-01A-21R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A08X	TCGA-A8-A08X-01A-21R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A08Z	TCGA-A8-A08Z-01A-21R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A090	TCGA-A8-A090-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A091	TCGA-A8-A091-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A092	TCGA-A8-A092-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A093	TCGA-A8-A093-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A094	TCGA-A8-A094-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A095	TCGA-A8-A095-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A096	TCGA-A8-A096-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A097	TCGA-A8-A097-01A-11R-A034-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A099	TCGA-A8-A099-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
TCGA_Breast_230912		TCGA-A8-A09A	TCGA-A8-A09A-01A-11R-A00Z-07	Agi_G4502A	Breast			Biomarker_Data+Gene_Expression+PLATFORM+TISSUETYPE
