GPL_ID	PROBE_ID	GENE_SYMBOL	GENE_ID	ORGANISM
Affy_microarray	LOC283152	LOC283152		HOMO_SAPIENS
Affy_microarray	ZNF667	ZNF667	63934	HOMO_SAPIENS
Affy_microarray	ZCCHC12	ZCCHC12	170261	HOMO_SAPIENS
Affy_microarray	TFEC	TFEC	22797	HOMO_SAPIENS
Affy_microarray	ATP7B	ATP7B	540	HOMO_SAPIENS
Affy_microarray	POLD2	POLD2	5425	HOMO_SAPIENS
Affy_microarray	RG9MTD1	RG9MTD1		HOMO_SAPIENS
Affy_microarray	ACOT2	ACOT2	10965	HOMO_SAPIENS
Affy_microarray	HIST1H4I	HIST1H4I	8360	HOMO_SAPIENS
Affy_microarray	PPARGC1A	PPARGC1A	10891	HOMO_SAPIENS
Affy_microarray	ETFA	ETFA	2108	HOMO_SAPIENS
Affy_microarray	POLRMT	POLRMT	5442	HOMO_SAPIENS
Affy_microarray	ZNF146	ZNF146	7705	HOMO_SAPIENS
Affy_microarray	MIA2	MIA2	117153	HOMO_SAPIENS
Affy_microarray	KLHL6	KLHL6	89857	HOMO_SAPIENS
Affy_microarray	HOXB5	HOXB5	3215	HOMO_SAPIENS
Affy_microarray	NENF	NENF	29937	HOMO_SAPIENS
Affy_microarray	CUGBP1	CUGBP1		HOMO_SAPIENS
Affy_microarray	PRSS22	PRSS22	64063	HOMO_SAPIENS
Affy_microarray	CASC4	CASC4	113201	HOMO_SAPIENS
Affy_microarray	CUL4B	CUL4B	8450	HOMO_SAPIENS
Affy_microarray	CENPJ	CENPJ	55835	HOMO_SAPIENS
Affy_microarray	PITX1	PITX1	5307	HOMO_SAPIENS
Affy_microarray	FLJ31033	FLJ31033		HOMO_SAPIENS
Affy_microarray	CELSR3	CELSR3	1951	HOMO_SAPIENS
Affy_microarray	ZNF568	ZNF568	374900	HOMO_SAPIENS
Affy_microarray	ITSN1	ITSN1	6453	HOMO_SAPIENS
Affy_microarray	EHBP1L1	EHBP1L1	254102	HOMO_SAPIENS
Affy_microarray	C19orf2	C19orf2	8725	HOMO_SAPIENS
Affy_microarray	DCTN1	DCTN1	1639	HOMO_SAPIENS
Affy_microarray	LIN28B	LIN28B	389421	HOMO_SAPIENS
Affy_microarray	TNKS2	TNKS2	80351	HOMO_SAPIENS
Affy_microarray	C1QBP	C1QBP	708	HOMO_SAPIENS
Affy_microarray	CADPS2	CADPS2	93664	HOMO_SAPIENS
Affy_microarray	SRMS	SRMS	6725	HOMO_SAPIENS
Affy_microarray	GJA9	GJA9	81025	HOMO_SAPIENS
Affy_microarray	MGC24975	MGC24975		HOMO_SAPIENS
Affy_microarray	TRIM45	TRIM45	80263	HOMO_SAPIENS
Affy_microarray	TSP50	TSP50		HOMO_SAPIENS
Affy_microarray	TCP1	TCP1	6950	HOMO_SAPIENS
Affy_microarray	TMED7	TMED7	51014	HOMO_SAPIENS
Affy_microarray	CMA1	CMA1	1215	HOMO_SAPIENS
Affy_microarray	CENPL	CENPL	91687	HOMO_SAPIENS
Affy_microarray	PTCRA	PTCRA	171558	HOMO_SAPIENS
Affy_microarray	FST	FST	10468	HOMO_SAPIENS
Affy_microarray	VWCE	VWCE	220001	HOMO_SAPIENS
Affy_microarray	PAWR	PAWR	5074	HOMO_SAPIENS
Affy_microarray	ABCC12	ABCC12	94160	HOMO_SAPIENS
Affy_microarray	LDLR	LDLR	3949	HOMO_SAPIENS
Affy_microarray	ASTN2	ASTN2	23245	HOMO_SAPIENS
Affy_microarray	LOC441212	LOC441212		HOMO_SAPIENS
Affy_microarray	GPATCH8	GPATCH8	23131	HOMO_SAPIENS
Affy_microarray	TANC2	TANC2	26115	HOMO_SAPIENS
Affy_microarray	KIF4A	KIF4A	24137	HOMO_SAPIENS
Affy_microarray	C18orf18	C18orf18		HOMO_SAPIENS
Affy_microarray	PGM1	PGM1	5236	HOMO_SAPIENS
Affy_microarray	KIAA0258	KIAA0258		HOMO_SAPIENS
Affy_microarray	CPD	CPD	1362	HOMO_SAPIENS
Affy_microarray	SNCAIP	SNCAIP	9627	HOMO_SAPIENS
Affy_microarray	DCT	DCT	1638	HOMO_SAPIENS
